Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"LIF","LIF Interleukin 6 Family Cytokine","Protein Coding","P15018","56","GC22M030240","11.8969240188599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF"
"CLTC","Clathrin Heavy Chain","Protein Coding","Q00610","59","GC17P059619","11.8932304382324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC"
"TPX2","TPX2 Microtubule Nucleation Factor","Protein Coding","Q9ULW0","54","GC20P031739","11.8861522674561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPX2"
"P4HB","Prolyl 4-Hydroxylase Subunit Beta","Protein Coding","P07237","62","GC17M081843","11.8849105834961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB"
"MED16","Mediator Complex Subunit 16","Protein Coding","Q9Y2X0","43","GC19M099859","11.8505058288574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED16"
"DUXAP8","Double Homeobox A Pseudogene 8","Pseudogene","","15","GC22P015784","11.8471612930298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUXAP8"
"PTPN12","Protein Tyrosine Phosphatase Non-Receptor Type 12","Protein Coding","Q05209","60","GC07P077537","11.8268146514893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN12"
"COMETT","Cytosolic Oncogenic Antisense To MET Transcript","RNA Gene","","16","GC07M116564","11.8217077255249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMETT"
"MIR100HG","Mir-100-Let-7a-2-Mir-125b-1 Cluster Host Gene","RNA Gene","","26","GC11M134115","11.7986268997192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100HG"
"CHKA","Choline Kinase Alpha","Protein Coding","P35790","55","GC11M068052","11.7772598266602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKA"
"RREB1","Ras Responsive Element Binding Protein 1","Protein Coding","Q92766","52","GC06P007107","11.7741451263428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RREB1"
"IFIH1","Interferon Induced With Helicase C Domain 1","Protein Coding","Q9BYX4","61","GC02M162267","11.7732610702515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIH1"
"GFRA4","GDNF Family Receptor Alpha 4","Protein Coding","Q9GZZ7","43","GC20M003659","11.7641611099243","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA4"
"LINC00665","Long Intergenic Non-Protein Coding RNA 665","RNA Gene","","21","GC19M102359","11.7617988586426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00665"
"MCM2","Minichromosome Maintenance Complex Component 2","Protein Coding","P49736","60","GC03P127598","11.757773399353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM2"
"TIAM1","TIAM Rac1 Associated GEF 1","Protein Coding","Q13009","56","GC21M031118","11.7507400512695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAM1"
"MIR20B","MicroRNA 20b","RNA Gene","","23","GC0XM134523","11.7467203140259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20B"
"PRKACB","Protein Kinase CAMP-Activated Catalytic Subunit Beta","Protein Coding","P22694","61","GC01P084078","11.7112064361572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACB"
"RAN","RAN, Member RAS Oncogene Family","Protein Coding","P62826","56","GC12P136292","11.7106914520264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAN"
"SLC17A5","Solute Carrier Family 17 Member 5","Protein Coding","Q9NRA2","57","GC06M073593","11.7049131393433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5"
"SSTR3","Somatostatin Receptor 3","Protein Coding","P32745","57","GC22M037204","11.7007427215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR3"
"TNFSF11","TNF Superfamily Member 11","Protein Coding","O14788","62","GC13P042562","11.6966247558594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11"
"MAML2","Mastermind Like Transcriptional Coactivator 2","Protein Coding","Q8IZL2","48","GC11M095976","11.6893482208252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML2"
"JPX","JPX Transcript, XIST Activator","RNA Gene","","26","GC0XP074955","11.6834535598755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPX"
"SLC37A4","Solute Carrier Family 37 Member 4","Protein Coding","O43826","54","GC11M133861","11.6726894378662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC37A4"
"LINC00313","Long Intergenic Non-Protein Coding RNA 313","RNA Gene","P59037","28","GC21M043440","11.6668567657471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00313"
"KRT10","Keratin 10","Protein Coding","P13645","56","GC17M040818","11.6646862030029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT10"
"WNT4","Wnt Family Member 4","Protein Coding","P56705","59","GC01M022190","11.6623001098633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","P62834","56","GC01P111542","11.6618680953979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"PXN","Paxillin","Protein Coding","P49023","58","GC12M120210","11.6557664871216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN"
"COPS5","COP9 Signalosome Subunit 5","Protein Coding","Q92905","54","GC08M067043","11.6492490768433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS5"
"MIR625","MicroRNA 625","RNA Gene","","23","GC14P065471","11.6464939117432","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR625"
"CIB1","Calcium And Integrin Binding 1","Protein Coding","Q99828","54","GC15M090229","11.6427917480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1"
"IGFBP5","Insulin Like Growth Factor Binding Protein 5","Protein Coding","P24593","55","GC02M216672","11.6406879425049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","P21580","62","GC06P137866","11.6321601867676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"MT-TT","Mitochondrially Encoded TRNA-Thr (ACN)","RNA Gene","","23","GCMTP015890","11.6145925521851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TT"
"BIVM-ERCC5","BIVM-ERCC5 Readthrough","Protein Coding","","26","GC13P102843","11.597053527832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIVM-ERCC5"
"KDM3A","Lysine Demethylase 3A","Protein Coding","Q9Y4C1","54","GC02P086911","11.5896949768066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM3A"
"MIR218-2","MicroRNA 218-2","RNA Gene","","25","GC05M168768","11.5878200531006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR218-2"
"MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","P03886","46","GCMTP003309","11.5767345428467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1"
"CDC25A","Cell Division Cycle 25A","Protein Coding","P30304","61","GC03M048344","11.5760278701782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC25A"
"PRSS1","Serine Protease 1","Protein Coding","P07477","56","GC07P161556","11.5656270980835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1"
"PXDNL","Peroxidasin Like","Protein Coding","A1KZ92","45","GC08M051319","11.5561485290527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXDNL"
"CEBPA","CCAAT Enhancer Binding Protein Alpha","Protein Coding","P49715","59","GC19M033299","11.5546550750732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA"
"LOX","Lysyl Oxidase","Protein Coding","P28300","60","GC05M122063","11.5503711700439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","P20701","60","GC16P030472","11.5488376617432","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"TRPM3","Transient Receptor Potential Cation Channel Subfamily M Member 3","Protein Coding","Q9HCF6","53","GC09M070529","11.5468521118164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM3"
"SLCO4A1","Solute Carrier Organic Anion Transporter Family Member 4A1","Protein Coding","Q96BD0","50","GC20P068077","11.545880317688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4A1"
"MCC","MCC Regulator Of WNT Signaling Pathway","Protein Coding","P23508","54","GC05M113022","11.5445756912231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCC"
"BCL2L12","BCL2 Like 12","Protein Coding","Q9HB09","48","GC19P049665","11.5368423461914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L12"
"MDM4","MDM4 Regulator Of P53","Protein Coding","O15151","59","GC01P204516","11.5342617034912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM4"
"VLDLR-AS1","VLDLR Antisense RNA 1","RNA Gene","","23","GC09M002386","11.5304861068726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR-AS1"
"NR1I2","Nuclear Receptor Subfamily 1 Group I Member 2","Protein Coding","O75469","55","GC03P119780","11.5247249603271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","P29474","62","GC07P161731","11.510627746582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"PAK4","P21 (RAC1) Activated Kinase 4","Protein Coding","O96013","62","GC19P039125","11.5078315734863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK4"
"PRDX5","Peroxiredoxin 5","Protein Coding","P30044","56","GC11P098849","11.5037746429443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5"
"H2AX","H2A.X Variant Histone","Protein Coding","P16104","56","GC11M133876","11.4998474121094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AX"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","P26718","52","GC12M033113","11.4931354522705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"ADCY10","Adenylate Cyclase 10","Protein Coding","Q96PN6","55","GC01M167809","11.4870538711548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10"
"CXCR2","C-X-C Motif Chemokine Receptor 2","Protein Coding","P25025","62","GC02P218125","11.4859256744385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2"
"TAP2","Transporter 2, ATP Binding Cassette Subfamily B Member","Protein Coding","Q03519","56","GC06M032821","11.4832229614258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP2"
"CEACAM1","CEA Cell Adhesion Molecule 1","Protein Coding","P13688","56","GC19M042507","11.4795732498169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","P09341","56","GC04P073869","11.4764833450317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"SART1","Spliceosome Associated Factor 1, Recruiter Of U4/U6.U5 Tri-SnRNP","Protein Coding","O43290","48","GC11P099009","11.4689226150513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART1"
"CSF1R","Colony Stimulating Factor 1 Receptor","Protein Coding","P07333","65","GC05M150053","11.4549198150635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1R"
"ZFHX3","Zinc Finger Homeobox 3","Protein Coding","Q15911","55","GC16M072782","11.4484786987305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFHX3"
"IL11","Interleukin 11","Protein Coding","P20809","52","GC19M055364","11.4483776092529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"MIR190A","MicroRNA 190a","RNA Gene","","28","GC15P181414","11.4456796646118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR190A"
"SFTA1P","Surfactant Associated 1, LncRNA","Pseudogene","","23","GC10M010784","11.4456310272217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA1P"
"HLA-C","Major Histocompatibility Complex, Class I, C","Protein Coding","P10321","56","GC06M100254","11.4430465698242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-C"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","Q13153","63","GC11M133198","11.4422960281372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"CD79A","CD79a Molecule","Protein Coding","P11912","61","GC19P041877","11.4403429031372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD79A"
"PRDX1","Peroxiredoxin 1","Protein Coding","Q06830","62","GC01M045828","11.4396171569824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX1"
"LINC00210","Long Intergenic Non-Protein Coding RNA 210","RNA Gene","","18","GC01P217892","11.4332523345947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00210"
"PRSS3","Serine Protease 3","Protein Coding","P35030","54","GC09P033750","11.4270334243774","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS3"
"XRCC4","X-Ray Repair Cross Complementing 4","Protein Coding","Q13426","56","GC05P083077","11.4252243041992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC4"
"SMARCC2","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 2","Protein Coding","Q8TAQ2","56","GC12M059839","11.4165573120117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC2"
"CCN1","Cellular Communication Network Factor 1","Protein Coding","O00622","52","GC01P085585","11.4154853820801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1"
"NLRP3","NLR Family Pyrin Domain Containing 3","Protein Coding","Q96P20","61","GC01P247539","11.4126358032227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3"
"MICA","MHC Class I Polypeptide-Related Sequence A","Protein Coding","Q29983","51","GC06P031399","11.405665397644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICA"
"SLC16A1","Solute Carrier Family 16 Member 1","Protein Coding","P53985","61","GC01M113130","11.4022541046143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A1"
"ELANE","Elastase, Neutrophil Expressed","Protein Coding","P08246","63","GC19P131807","11.401741027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELANE"
"SIX1","SIX Homeobox 1","Protein Coding","Q15475","55","GC14M060643","11.387077331543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1"
"DNAH8","Dynein Axonemal Heavy Chain 8","Protein Coding","Q96JB1","50","GC06P156466","11.3797149658203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH8"
"PTK2B","Protein Tyrosine Kinase 2 Beta","Protein Coding","Q14289","62","GC08P027311","11.3762302398682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B"
"SNORD15A","Small Nucleolar RNA, C/D Box 15A","RNA Gene","","25","GC11P075400","11.3753795623779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD15A"
"NR4A3","Nuclear Receptor Subfamily 4 Group A Member 3","Protein Coding","Q92570","54","GC09P099821","11.3728513717651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A3"
"MIR515-1","MicroRNA 515-1","RNA Gene","","25","GC19P053679","11.3691110610962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR515-1"
"MIR134","MicroRNA 134","RNA Gene","","27","GC14P119048","11.3679513931274","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR134"
"CDH16","Cadherin 16","Protein Coding","O75309","51","GC16M066908","11.3606491088867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH16"
"P2RY1","Purinergic Receptor P2Y1","Protein Coding","P47900","59","GC03P152835","11.3463468551636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY1"
"CRH","Corticotropin Releasing Hormone","Protein Coding","P06850","55","GC08M066176","11.3457527160645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH"
"SLCO1B1","Solute Carrier Organic Anion Transporter Family Member 1B1","Protein Coding","Q9Y6L6","58","GC12P047172","11.3286304473877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B1"
"CAT","Catalase","Protein Coding","P04040","64","GC11P034460","11.3253555297852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"DCUN1D1","Defective In Cullin Neddylation 1 Domain Containing 1","Protein Coding","Q96GG9","47","GC03M182938","11.3137941360474","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D1"
"HBEGF","Heparin Binding EGF Like Growth Factor","Protein Coding","Q99075","57","GC05M140332","11.3096704483032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF"
"STAT4","Signal Transducer And Activator Of Transcription 4","Protein Coding","Q14765","58","GC02M191029","11.3015232086182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4"
"EGLN1","Egl-9 Family Hypoxia Inducible Factor 1","Protein Coding","Q9GZT9","63","GC01M231363","11.2973003387451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN1"
"REN","Renin","Protein Coding","P00797","61","GC01M204154","11.2958173751831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"NR3C2","Nuclear Receptor Subfamily 3 Group C Member 2","Protein Coding","P08235","59","GC04M148078","11.288875579834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C2"
"THBS4","Thrombospondin 4","Protein Coding","P35443","54","GC05P079991","11.285569190979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS4"
"HERC2","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","O95714","57","GC15M028111","11.2766418457031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC2"
"URB2","URB2 Ribosome Biogenesis Homolog","Protein Coding","Q14146","45","GC01P229626","11.274242401123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URB2"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","Q9HC29","59","GC16P050693","11.2690658569336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"MBL2","Mannose Binding Lectin 2","Protein Coding","P11226","59","GC10M052760","11.2666387557983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2"
"MIR302B","MicroRNA 302b","RNA Gene","","26","GC04M112951","11.2575168609619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR302B"
"FRS2","Fibroblast Growth Factor Receptor Substrate 2","Protein Coding","Q8WU20","54","GC12P069471","11.2502136230469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRS2"
"HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","P0DMV8","59","GC06P156262","11.2444705963135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A"
"FSHR","Follicle Stimulating Hormone Receptor","Protein Coding","P23945","59","GC02M048962","11.2351913452148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSHR"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P07948","62","GC08P055879","11.2300968170166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"MIR3936HG","MIR3936 Host Gene","RNA Gene","","21","GC05M132312","11.2297744750977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3936HG"
"CTSE","Cathepsin E","Protein Coding","P14091","55","GC01M206009","11.2295637130737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSE"
"MIF","Macrophage Migration Inhibitory Factor","Protein Coding","P14174","61","GC22P023894","11.2222175598145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF"
"HAVCR2","Hepatitis A Virus Cellular Receptor 2","Protein Coding","Q8TDQ0","58","GC05M157063","11.2207469940186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAVCR2"
"CD276","CD276 Molecule","Protein Coding","Q5ZPR3","55","GC15P073683","11.2094326019287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD276"
"PTGER4","Prostaglandin E Receptor 4","Protein Coding","P35408","58","GC05P040679","11.198224067688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4"
"CD58","CD58 Molecule","Protein Coding","P19256","54","GC01M116514","11.1828050613403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD58"
"TP53TG1","TP53 Target 1","RNA Gene","","29","GC07M087325","11.1649675369263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53TG1"
"OXA1L","OXA1L Mitochondrial Inner Membrane Protein","Protein Coding","Q15070","50","GC14P022766","11.1638994216919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXA1L"
"RB1CC1","RB1 Inducible Coiled-Coil 1","Protein Coding","Q8TDY2","56","GC08M052622","11.1631288528442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1CC1"
"CCL21","C-C Motif Chemokine Ligand 21","Protein Coding","O00585","54","GC09M034709","11.1611862182617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21"
"CDH4","Cadherin 4","Protein Coding","P55283","54","GC20P061252","11.1544017791748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH4"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","Q86UL8","54","GC07M078017","11.1445293426514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"PEBP1","Phosphatidylethanolamine Binding Protein 1","Protein Coding","P30086","58","GC12P118158","11.1420869827271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP1"
"KLC1","Kinesin Light Chain 1","Protein Coding","Q07866","55","GC14P118111","11.1383647918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLC1"
"CHUK","Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex","Protein Coding","O15111","63","GC10M100501","11.1377296447754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK"
"BCAS2","BCAS2 Pre-MRNA Processing Factor","Protein Coding","O75934","48","GC01M114567","11.1357879638672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS2"
"FOLH1","Folate Hydrolase 1","Protein Coding","Q04609","59","GC11M132494","11.1340799331665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1"
"AKAP9","A-Kinase Anchoring Protein 9","Protein Coding","Q99996","53","GC07P091940","11.1254777908325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP9"
"LINC00520","Long Intergenic Non-Protein Coding RNA 520","RNA Gene","","25","GC14M055781","11.1250257492065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00520"
"CRIPTO","Cripto, EGF-CFC Family Member","Protein Coding","P13385","53","GC03P061915","11.1214752197266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIPTO"
"ELN","Elastin","Protein Coding","P15502","55","GC07P074027","11.1202812194824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN"
"CDC42","Cell Division Cycle 42","Protein Coding","P60953","63","GC01P022052","11.1198863983154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42"
"TLR9","Toll Like Receptor 9","Protein Coding","Q9NR96","58","GC03M054385","11.1110973358154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9"
"LIAT1","Ligand Of ATE1","Protein Coding","Q6ZQX7","41","GC17P000410","11.1056833267212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAT1"
"GPX4","Glutathione Peroxidase 4","Protein Coding","P36969","59","GC19P001103","11.1006860733032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX4"
"RACK1","Receptor For Activated C Kinase 1","Protein Coding","P63244","56","GC05M182869","11.094916343689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1"
"IQGAP1","IQ Motif Containing GTPase Activating Protein 1","Protein Coding","P46940","55","GC15P090388","11.0879793167114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1"
"ANO1","Anoctamin 1","Protein Coding","Q5XXA6","58","GC11P099241","11.0875225067139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO1"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","P51681","59","GC03P061355","11.085560798645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"MIR28","MicroRNA 28","RNA Gene","","27","GC03P188688","11.0830574035645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR28"
"EDNRB","Endothelin Receptor Type B","Protein Coding","P24530","62","GC13M077895","11.0755968093872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDNRB"
"RICTOR","RPTOR Independent Companion Of MTOR Complex 2","Protein Coding","Q6R327","56","GC05M038937","11.0714588165283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RICTOR"
"KRT13","Keratin 13","Protein Coding","P13646","55","GC17M041500","11.0690937042236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT13"
"TNFRSF9","TNF Receptor Superfamily Member 9","Protein Coding","Q07011","57","GC01M007915","11.0690422058105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF9"
"GDF15","Growth Differentiation Factor 15","Protein Coding","Q99988","56","GC19P132620","11.0661706924438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","P05109","54","GC01M165010","11.0603809356689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"NCOA2","Nuclear Receptor Coactivator 2","Protein Coding","Q15596","57","GC08M070109","11.0524120330811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA2"
"MAGEA4","MAGE Family Member A4","Protein Coding","P43358","50","GC0XP151912","11.0488090515137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA4"
"BIRC7","Baculoviral IAP Repeat Containing 7","Protein Coding","Q96CA5","51","GC20P063235","11.0410585403442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC7"
"DIABLO","Diablo IAP-Binding Mitochondrial Protein","Protein Coding","Q9NR28","59","GC12M124304","11.0328178405762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIABLO"
"EPHA5","EPH Receptor A5","Protein Coding","P54756","58","GC04M065319","11.0241527557373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA5"
"NPPB","Natriuretic Peptide B","Protein Coding","P16860","55","GC01M019843","11.0104703903198","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPB"
"YBX1","Y-Box Binding Protein 1","Protein Coding","P67809","53","GC01P042682","11.0083503723145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX1"
"CD68","CD68 Molecule","Protein Coding","P34810","52","GC17P007579","11.0068912506104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD68"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","P26006","61","GC17P050055","11.0062980651855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"IL1R1","Interleukin 1 Receptor Type 1","Protein Coding","P14778","59","GC02P102136","11.0018911361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1"
"BCL6","BCL6 Transcription Repressor","Protein Coding","P41182","59","GC03M187721","10.9721040725708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL6"
"PRF1","Perforin 1","Protein Coding","P14222","59","GC10M070597","10.9717903137207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1"
"CYP1B1","Cytochrome P450 Family 1 Subfamily B Member 1","Protein Coding","Q16678","61","GC02M038066","10.9710874557495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1B1"
